MatchId;Journee;Stade;Spectateurs;Date;home_team;away_team;home_goal;away_goal;home_possession;away_possession;home_duels_gagnes;away_duel_gagnes;home_duel_aeriens_gagnes;away_duel_aeriens_gagnes;home_interceptions;away_interceptions;home_hors_jeux;away_hors_eux;home_corners_won;away_corners_won;home_passes;away_passes;home_centres;away_centres;home_tirs;away_tirs;home_tirs_cadres;away_tirs_cadres;home_carton_jaune;away_carton_jaune;home_carton_rouge;away_carton_rouge;home_formation;away_formation 
70850;Journée 10;STADE RAYMOND-KOPA;7970;DIM. 9 OCTOBRE 2022- 15:00;ANGERS SCO;RC STRASBOURG ALSACE;2;3;54,5;45,5;50,4;49,6;45,5;54,5;10;7;1;3;6;6;524;425;14;26;14;15;8;7;1;1;0;0;2-2-2-2-2;5-3-2
70851;Journée 10;STADE FRANCIS-LE BLÉ;9819;DIM. 9 OCTOBRE 2022- 15:00;STADE BRESTOIS 29;FC LORIENT;1;2;50,3;49,7;48,2;51,8;31,6;68,4;10;15;0;1;7;8;437;445;34;20;11;14;4;5;3;1;0;0;2-2-2-2-2;3-2-2-2-1
70852;Journée 10;STADE GABRIEL-MONTPIED;11119;DIM. 9 OCTOBRE 2022- 15:00;CLERMONT FOOT 63;AJ AUXERRE;2;1;47,9;52,1;60,2;39,8;58,8;41,2;7;12;5;0;4;4;395;431;19;17;10;14;6;5;0;0;0;0;3-2-2-2-1;4-1-2-2-1
70853;Journée 10;DECATHLON ARENA – STADE PIERRE-MAUROY;48527;DIM. 9 OCTOBRE 2022- 20:45;LOSC LILLE;RC LENS;1;0;45,3;54,7;43,1;56,9;41,7;58,3;13;9;0;2;5;9;366;432;13;20;12;10;6;3;3;5;0;0;2-2-2-3-1;2-2-2-3-1
70854;Journée 10;GROUPAMA STADIUM;41495;VEN. 7 OCTOBRE 2022- 21:00;OLYMPIQUE LYONNAIS;TOULOUSE FC;1;1;58;42;57;43;64;36;7;10;2;1;4;5;556;399;13;14;19;5;8;2;2;2;0;0;2-2-2-3-1;2-2-1-2-2-1
70855;Journée 10;ORANGE VÉLODROME;63312;SAM. 8 OCTOBRE 2022- 17:00;OLYMPIQUE DE MARSEILLE;AC AJACCIO;1;2;65,2;34,8;50;50;48,6;51,4;16;16;2;1;11;2;547;296;26;11;10;6;2;1;0;2;0;0;3-2-2-2-1;2-2-2-2-2
70856;Journée 10;STADE DE LA MOSSON ET DU MONDIAL 98;13048;DIM. 9 OCTOBRE 2022- 13:00;MONTPELLIER HÉRAULT SC;AS MONACO;0;2;50,7;49,3;53,8;46,2;43,5;56,5;14;11;1;0;7;2;411;413;24;16;11;11;1;7;2;3;0;0;2-2-2-3-1;2-2-2-2-2
70857;Journée 10;ALLIANZ RIVIERA;18053;DIM. 9 OCTOBRE 2022- 15:00;OGC NICE;ESTAC TROYES;3;2;60,9;39,1;56,2;43,8;47,6;52,4;7;11;0;0;6;5;615;375;15;24;14;17;6;6;1;1;0;0;3-2-2-2-1;2-2-2-3-1
70858;Journée 10;STADE AUGUSTE-DELAUNE;20543;SAM. 8 OCTOBRE 2022- 21:00;STADE DE REIMS;PARIS SAINT-GERMAIN;0;0;36,5;63,5;44,6;55,4;46,2;53,8;15;8;3;0;7;3;339;613;16;6;24;11;4;3;3;5;0;1;3-5-2;2-2-2-3-1
70859;Journée 10;ROAZHON PARK;27844;DIM. 9 OCTOBRE 2022- 17:05;STADE RENNAIS FC;FC NANTES;3;0;57,8;42,2;48;52;47,4;52,6;5;5;2;3;4;3;474;338;12;17;14;8;4;3;1;0;1;0;2-2-2-2-2;3-2-2-2-1
70860;Journée 11;STADE DE L'ABBÉ-DESCHAMPS;14125;DIM. 16 OCTOBRE 2022- 15:00;AJ AUXERRE;OGC NICE;1;1;45,1;54,9;41,5;58,5;39,3;60,7;9;17;2;2;2;6;434;538;19;22;11;9;3;2;0;0;0;0;2-2-2-3-1;5-3-2
70861;Journée 11;STADE BOLLAERT-DELELIS;37320;SAM. 15 OCTOBRE 2022- 21:00;RC LENS;MONTPELLIER HÉRAULT SC;1;0;66;34;47,1;52,9;65,4;34,6;8;13;1;2;4;5;641;324;23;15;17;8;5;1;2;2;0;0;3-2-2-2-1;3-2-2-2-1
70862;Journée 11;STADE YVES-ALLAINMAT;15776;SAM. 15 OCTOBRE 2022- 17:00;FC LORIENT;STADE DE REIMS;0;0;48,2;51,8;59,4;40,6;50;50;12;14;1;2;2;2;393;419;20;18;10;7;3;2;1;2;0;1;2-2-2-3-1;5-3-2
70863;Journée 11;STADE LOUIS-II;4241;DIM. 16 OCTOBRE 2022- 17:05;AS MONACO;CLERMONT FOOT 63;1;1;34,5;65,5;55,7;44,3;54,2;45,8;8;10;1;2;3;4;316;600;8;16;6;21;4;7;3;4;1;0;2-2-2-2-2;1-2-2-3-2
70864;Journée 11;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;25759;DIM. 16 OCTOBRE 2022- 15:00;FC NANTES;STADE BRESTOIS 29;4;1;54,2;45,8;51,5;48,5;50;50;11;10;3;0;7;5;427;364;19;19;17;11;6;2;0;2;0;0;2-2-2-3-1;3-2-2-2-1
70865;Journée 11;PARC DES PRINCES;47926;DIM. 16 OCTOBRE 2022- 20:45;PARIS SAINT-GERMAIN;OLYMPIQUE DE MARSEILLE;1;0;49,7;50,3;55;45;71,4;28,6;5;8;1;0;7;6;517;520;6;14;23;18;8;7;1;1;0;1;2-2-3-1-2;2-2-2-3-1
70866;Journée 11;ROAZHON PARK;28152;DIM. 16 OCTOBRE 2022- 15:00;STADE RENNAIS FC;OLYMPIQUE LYONNAIS;3;2;40,2;59,8;46,5;53,5;33,3;66,7;14;19;1;3;3;2;392;585;10;14;14;7;5;5;2;2;0;0;2-2-2-2-2;1-2-2-3-2
70867;Journée 11;STADE DE LA MEINAU;25313;VEN. 14 OCTOBRE 2022- 21:00;RC STRASBOURG ALSACE;LOSC LILLE;0;3;42,7;57,3;59,6;40,4;54,2;45,8;19;12;1;3;3;0;416;582;22;4;12;10;1;7;3;1;0;0;3-5-2;3-2-2-2-1
70868;Journée 11;STADIUM;21141;DIM. 16 OCTOBRE 2022- 13:00;TOULOUSE FC;ANGERS SCO;3;2;55,2;44,8;51,5;48,5;57,9;42,1;7;10;2;0;2;9;464;367;16;16;14;13;7;6;3;2;0;0;2-2-1-2-2-1;3-2-3-2
70869;Journée 11;STADE DE L'AUBE;7731;DIM. 16 OCTOBRE 2022- 15:00;ESTAC TROYES;AC AJACCIO;1;1;50,2;49,8;44,9;55,1;56,5;43,5;7;14;6;3;3;5;400;394;16;22;9;15;2;7;2;1;0;0;3-2-2-2-1;2-2-2-2-2
70870;Journée 12;STADE FRANÇOIS-COTY;9469;VEN. 21 OCTOBRE 2022- 21:00;AC AJACCIO;PARIS SAINT-GERMAIN;0;3;35;65;57,1;42,9;50;50;5;2;0;7;3;8;344;670;22;11;8;11;1;6;0;1;0;0;2-2-2-2-2;1-3-2-2-2
70871;Journée 12;STADE RAYMOND-KOPA;11240;DIM. 23 OCTOBRE 2022- 13:00;ANGERS SCO;STADE RENNAIS FC;1;2;30,1;69,9;52,4;47,6;47,8;52,2;14;6;0;2;5;6;276;670;16;16;7;14;2;5;3;1;0;0;3-2-3-2;2-2-2-2-2
70872;Journée 12;STADE GABRIEL-MONTPIED;10275;DIM. 23 OCTOBRE 2022- 15:00;CLERMONT FOOT 63;STADE BRESTOIS 29;1;3;62,4;37,6;51,2;48,8;57,1;42,9;11;21;1;0;7;4;583;352;29;14;14;19;4;11;4;1;0;0;3-2-2-2-1;2-2-1-2-2-1
70873;Journée 12;DECATHLON ARENA – STADE PIERRE-MAUROY;35362;DIM. 23 OCTOBRE 2022- 20:45;LOSC LILLE;AS MONACO;4;3;59,5;40,5;50;50;36;64;4;9;3;5;6;6;498;332;8;14;20;9;7;6;1;2;0;0;2-2-2-3-1;2-2-2-2-2
70874;Journée 12;ORANGE VÉLODROME;59066;SAM. 22 OCTOBRE 2022- 21:00;OLYMPIQUE DE MARSEILLE;RC LENS;0;1;56,3;43,7;48,9;51,1;50;50;13;13;2;2;7;3;497;391;20;11;13;12;3;4;3;3;0;0;3-2-2-2-1;5-3-2
70875;Journée 12;STADE DE LA MOSSON ET DU MONDIAL 98;15339;SAM. 22 OCTOBRE 2022- 17:00;MONTPELLIER HÉRAULT SC;OLYMPIQUE LYONNAIS;1;2;37,4;62,6;49,5;50,5;37,9;62,1;7;8;2;3;4;7;321;532;10;23;10;21;4;10;2;2;1;1;2-2-2-3-1;1-2-2-3-2
70876;Journée 12;ALLIANZ RIVIERA;20166;DIM. 23 OCTOBRE 2022- 17:05;OGC NICE;FC NANTES;1;1;66,1;33,9;45,1;54,9;47,8;52,2;4;14;2;1;7;3;604;300;23;18;11;11;5;4;3;2;0;2;3-2-2-2-1;3-2-2-2-1
70877;Journée 12;STADE AUGUSTE-DELAUNE;11411;DIM. 23 OCTOBRE 2022- 15:00;STADE DE REIMS;AJ AUXERRE;2;1;54,3;45,7;46,6;53,4;43,5;56,5;14;25;4;5;8;2;409;352;28;16;19;10;10;2;4;0;0;0;2-2-2-3-1;3-2-2-2-1
70878;Journée 12;STADIUM;21623;DIM. 23 OCTOBRE 2022- 15:00;TOULOUSE FC;RC STRASBOURG ALSACE;2;2;48,1;51,9;56;44;72,4;27,6;6;7;4;0;6;6;418;450;16;20;17;11;6;5;0;1;1;0;2-2-2-3-1;5-3-2
70879;Journée 12;STADE DE L'AUBE;7975;DIM. 23 OCTOBRE 2022- 15:00;ESTAC TROYES;FC LORIENT;2;2;42,6;57,4;48,8;51,2;44,4;55,6;11;12;2;2;3;6;390;538;20;17;13;20;4;5;2;0;0;0;3-2-2-2-1;3-2-2-2-1
70880;Journée 13;STADE DE L'ABBÉ-DESCHAMPS;15092;DIM. 30 OCTOBRE 2022- 13:00;AJ AUXERRE;AC AJACCIO;1;0;41,4;58,6;52,4;47,6;46,2;53,8;13;10;0;3;5;5;344;482;11;22;18;5;5;1;1;1;1;1;2-2-2-2-2;2-2-2-2-2
70881;Journée 13;STADE FRANCIS-LE BLÉ;11008;DIM. 30 OCTOBRE 2022- 15:00;STADE BRESTOIS 29;STADE DE REIMS;0;0;51;49;51,3;48,7;58,6;41,4;13;10;5;2;5;5;415;392;16;18;12;11;4;3;1;1;0;0;2-2-2-3-1;3-2-2-2-1
70882;Journée 13;STADE BOLLAERT-DELELIS;37488;VEN. 28 OCTOBRE 2022- 21:00;RC LENS;TOULOUSE FC;3;0;53;47;53,5;46,5;63,2;36,8;8;10;0;0;6;8;430;378;16;20;13;9;8;0;2;1;0;0;3-2-2-2-1;2-2-1-2-2-1
70883;Journée 13;STADE YVES-ALLAINMAT;16034;DIM. 30 OCTOBRE 2022- 17:05;FC LORIENT;OGC NICE;1;2;43,5;56,5;43,7;56,3;66,7;33,3;5;15;2;1;8;3;477;620;13;15;14;16;8;5;0;1;0;0;2-2-1-4-1;2-2-2-2-2
70884;Journée 13;GROUPAMA STADIUM;55790;DIM. 30 OCTOBRE 2022- 20:45;OLYMPIQUE LYONNAIS;LOSC LILLE;1;0;44,9;55,1;51,7;48,3;38,5;61,5;20;7;2;1;3;6;440;537;11;15;6;15;3;5;3;1;0;0;3-5-2;3-2-2-2-1
70885;Journée 13;STADE LOUIS-II;7069;DIM. 30 OCTOBRE 2022- 15:00;AS MONACO;ANGERS SCO;2;0;52,2;47,8;48,4;51,6;41,7;58,3;11;5;1;2;7;0;487;462;27;6;8;7;5;4;3;3;0;0;3-2-2-1-2;3-2-3-2
70886;Journée 13;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;30894;DIM. 30 OCTOBRE 2022- 15:00;FC NANTES;CLERMONT FOOT 63;1;1;55;45;44,6;55,4;39,5;60,5;8;15;0;1;2;2;518;439;31;13;13;10;4;6;0;2;0;0;2-2-2-3-1;2-2-2-3-1
70887;Journée 13;PARC DES PRINCES;46359;SAM. 29 OCTOBRE 2022- 17:00;PARIS SAINT-GERMAIN;ESTAC TROYES;4;3;67,1;32,9;54,8;45,2;63,6;36,4;9;12;2;1;8;4;689;324;10;12;19;16;11;5;0;3;0;0;2-2-1-2-2-1;2-2-2-3-1
70888;Journée 13;ROAZHON PARK;26617;DIM. 30 OCTOBRE 2022- 15:00;STADE RENNAIS FC;MONTPELLIER HÉRAULT SC;3;0;55,7;44,3;45,7;54,3;47,8;52,2;12;11;0;5;3;4;524;409;17;19;14;8;3;3;1;2;0;0;2-2-2-2-2;3-2-3-2
70889;Journée 13;STADE DE LA MEINAU;25697;SAM. 29 OCTOBRE 2022- 21:00;RC STRASBOURG ALSACE;OLYMPIQUE DE MARSEILLE;2;2;50,2;49,8;45,2;54,8;56;44;13;14;0;0;3;0;471;476;20;8;12;13;5;5;0;2;0;0;3-5-2;2-2-2-3-1
70890;Journée 14;STADE FRANÇOIS-COTY;7203;SAM. 5 NOVEMBRE 2022- 17:00;AC AJACCIO;RC STRASBOURG ALSACE;4;2;49,1;50,9;47,9;52,1;41,7;58,3;9;11;1;0;4;3;372;380;17;20;12;9;7;5;0;4;1;0;2-2-2-2-2;2-2-2-3-1
70891;Journée 14;STADE RAYMOND-KOPA;11595;SAM. 5 NOVEMBRE 2022- 21:00;ANGERS SCO;RC LENS;1;2;43,8;56,2;51,9;48,1;56,3;43,8;2;7;0;2;3;4;444;561;7;19;6;12;3;4;1;2;0;0;3-2-3-2;2-2-2-3-1
70892;Journée 14;STADE GABRIEL-MONTPIED;10990;DIM. 6 NOVEMBRE 2022- 15:00;CLERMONT FOOT 63;MONTPELLIER HÉRAULT SC;1;1;53,6;46,4;58,3;41,7;65,8;34,2;10;15;1;1;5;1;399;354;27;12;16;7;7;3;1;2;0;0;3-2-2-1-2;3-2-3-2
70893;Journée 14;DECATHLON ARENA – STADE PIERRE-MAUROY;35539;DIM. 6 NOVEMBRE 2022- 17:05;LOSC LILLE;STADE RENNAIS FC;1;1;62;38;56,6;43,4;55,9;44,1;7;5;1;0;6;2;579;358;15;6;19;3;7;2;4;1;0;1;2-2-2-3-1;2-2-1-2-2-1
70894;Journée 14;STADE YVES-ALLAINMAT;16778;DIM. 6 NOVEMBRE 2022- 13:00;FC LORIENT;PARIS SAINT-GERMAIN;1;2;41;59;51,1;48,9;41,2;58,8;7;10;0;0;5;8;404;585;16;24;9;15;2;7;1;1;0;0;2-2-1-4-1;1-2-2-3-2
70895;Journée 14;ORANGE VÉLODROME;62975;DIM. 6 NOVEMBRE 2022- 20:45;OLYMPIQUE DE MARSEILLE;OLYMPIQUE LYONNAIS;1;0;46,3;53,7;50;50;46,2;53,8;12;10;2;0;6;4;434;519;20;18;6;11;2;4;0;1;0;0;3-2-2-2-1;1-2-1-2-2-2
70896;Journée 14;ALLIANZ RIVIERA;19035;DIM. 6 NOVEMBRE 2022- 15:00;OGC NICE;STADE BRESTOIS 29;1;0;56,1;43,9;57,1;42,9;47,6;52,4;11;14;5;2;2;6;577;436;14;20;14;12;9;2;1;1;0;0;2-2-2-2-2;2-2-1-2-2-1
70897;Journée 14;STADE AUGUSTE-DELAUNE;11477;DIM. 6 NOVEMBRE 2022- 15:00;STADE DE REIMS;FC NANTES;1;0;57;43;55,7;44,3;54,8;45,2;14;20;1;0;10;4;481;367;27;15;22;15;9;5;2;2;0;1;2-2-2-3-1;4-1-2-2-1
70898;Journée 14;STADIUM;23005;DIM. 6 NOVEMBRE 2022- 15:00;TOULOUSE FC;AS MONACO;0;2;48,6;51,4;44,2;55,8;53,1;46,9;16;21;2;2;7;6;397;422;17;20;13;24;5;10;0;1;0;0;2-2-1-2-2-1;3-2-2-2-1
70899;Journée 14;STADE DE L'AUBE;12689;VEN. 4 NOVEMBRE 2022- 21:00;ESTAC TROYES;AJ AUXERRE;1;1;50,1;49,9;54,3;45,7;60,9;39,1;7;11;0;2;10;5;484;481;27;25;21;13;6;2;2;0;0;0;3-2-2-1-2;2-2-2-2-2
70900;Journée 15;STADE FRANCIS-LE BLÉ;10462;DIM. 13 NOVEMBRE 2022- 15:00;STADE BRESTOIS 29;ESTAC TROYES;2;1;53,8;46,2;51,1;48,9;52,4;47,6;11;10;2;2;5;5;429;372;21;15;15;8;5;2;3;2;0;1;2-2-1-2-2-1;2-2-2-3-1
70901;Journée 15;STADE BOLLAERT-DELELIS;37519;SAM. 12 NOVEMBRE 2022- 17:00;RC LENS;CLERMONT FOOT 63;2;1;61,4;38,6;52,4;47,6;61,5;38,5;11;10;2;3;5;3;508;330;34;9;16;5;3;2;1;3;0;0;3-2-2-2-1;1-2-2-3-2
70902;Journée 15;DECATHLON ARENA – STADE PIERRE-MAUROY;36360;DIM. 13 NOVEMBRE 2022- 15:00;LOSC LILLE;ANGERS SCO;1;0;58,4;41,6;43,9;56,1;29,6;70,4;3;13;2;1;2;6;568;391;8;17;9;8;4;2;3;1;1;0;2-2-2-3-1;3-2-3-2
70903;Journée 15;GROUPAMA STADIUM;57688;VEN. 11 NOVEMBRE 2022- 21:00;OLYMPIQUE LYONNAIS;OGC NICE;1;1;63;37;52,6;47,4;65;35;9;15;0;3;3;4;647;384;21;10;9;13;3;3;1;0;0;0;2-2-1-2-2-1;2-2-2-2-2
70904;Journée 15;STADE LOUIS-II;10631;DIM. 13 NOVEMBRE 2022- 20:45;AS MONACO;OLYMPIQUE DE MARSEILLE;2;3;41,5;58,5;52,6;47,4;65,2;34,8;11;10;0;1;5;4;388;563;21;13;11;11;6;3;3;1;0;0;2-2-2-3-1;2-2-2-3-1
70905;Journée 15;STADE DE LA MOSSON ET DU MONDIAL 98;11778;DIM. 13 NOVEMBRE 2022- 15:00;MONTPELLIER HÉRAULT SC;STADE DE REIMS;1;1;49,2;50,8;50;50;47,4;52,6;14;22;1;2;11;7;345;378;38;19;16;17;8;4;2;2;0;0;3-2-3-2;3-2-2-2-1
70906;Journée 15;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;29407;DIM. 13 NOVEMBRE 2022- 15:00;FC NANTES;AC AJACCIO;2;2;53;47;54,9;45,1;60;40;4;6;1;2;9;6;385;337;22;23;15;13;5;4;3;4;0;0;2-2-2-3-1;2-2-2-2-2
70907;Journée 15;PARC DES PRINCES;47926;DIM. 13 NOVEMBRE 2022- 13:00;PARIS SAINT-GERMAIN;AJ AUXERRE;5;0;58,8;41,2;42,9;57,1;56,3;43,8;5;11;3;0;3;7;650;446;9;13;9;10;6;3;0;0;0;0;2-2-3-1-2;2-2-2-3-1
70908;Journée 15;ROAZHON PARK;26835;SAM. 12 NOVEMBRE 2022- 21:00;STADE RENNAIS FC;TOULOUSE FC;2;1;46,5;53,5;48,2;51,8;57,1;42,9;14;6;2;4;4;4;429;486;12;19;16;10;8;4;0;0;0;0;2-2-2-2-2;2-2-1-2-2-1
70909;Journée 15;STADE DE LA MEINAU;25117;DIM. 13 NOVEMBRE 2022- 17:05;RC STRASBOURG ALSACE;FC LORIENT;1;1;61,1;38,9;55,6;44,4;63,9;36,1;10;7;2;1;4;2;609;405;40;5;20;6;4;2;4;1;0;0;2-2-2-2-2;4-1-2-2-1
70910;Journée 16;STADE FRANÇOIS-COTY;7088;MER. 28 DÉCEMBRE 2022- 15:00;AC AJACCIO;ANGERS SCO;1;0;45,7;54,3;36,2;63,8;29,4;70,6;6;6;2;2;3;5;371;431;13;23;11;14;3;4;1;0;0;0;2-2-2-2-2;3-2-2-2-1
70911;Journée 16;STADE DE L'ABBÉ-DESCHAMPS;16503;MER. 28 DÉCEMBRE 2022- 17:00;AJ AUXERRE;AS MONACO;2;3;37,9;62,1;58,8;41,2;54,5;45,5;14;5;3;2;1;4;342;561;12;17;11;6;6;3;1;0;0;0;2-2-2-2-1-1;2-2-2-2-2
70912;Journée 16;STADE FRANCIS-LE BLÉ;14601;MER. 28 DÉCEMBRE 2022- 21:00;STADE BRESTOIS 29;OLYMPIQUE LYONNAIS;2;4;42,9;57,1;57,6;42,4;71,4;28,6;9;15;1;0;6;6;343;475;27;16;17;17;5;9;2;2;0;0;2-2-1-2-2-1;3-2-2-2-1
70913;Journée 16;STADE GABRIEL-MONTPIED;12381;MER. 28 DÉCEMBRE 2022- 19:00;CLERMONT FOOT 63;LOSC LILLE;0;2;42,7;57,3;51,4;48,6;64;36;15;10;3;3;3;3;372;519;14;6;9;14;3;3;2;2;1;0;3-2-2-2-1;2-2-2-3-1
70914;Journée 16;STADE YVES-ALLAINMAT;15963;JEU. 29 DÉCEMBRE 2022- 17:00;FC LORIENT;MONTPELLIER HÉRAULT SC;0;2;47,7;52,3;51,3;48,7;53,3;46,7;15;4;0;2;5;2;443;498;21;13;12;14;4;6;3;4;0;0;2-2-2-3-1;3-2-2-2-1
70915;Journée 16;ORANGE VÉLODROME;61371;JEU. 29 DÉCEMBRE 2022- 21:00;OLYMPIQUE DE MARSEILLE;TOULOUSE FC;6;1;50,8;49,2;50,5;49,5;65,2;34,8;11;18;0;0;1;6;458;438;10;19;13;10;7;6;1;2;0;0;3-2-2-2-1;2-2-1-2-2-1
70916;Journée 16;ALLIANZ RIVIERA;24205;JEU. 29 DÉCEMBRE 2022- 21:00;OGC NICE;RC LENS;0;0;41;59;49,5;50,5;41,2;58,8;7;4;2;3;4;6;400;577;9;16;9;10;5;2;2;3;0;0;3-2-2-2-1;2-2-2-3-1
70917;Journée 16;PARC DES PRINCES;47926;MER. 28 DÉCEMBRE 2022- 21:00;PARIS SAINT-GERMAIN;RC STRASBOURG ALSACE;2;1;70,9;29,1;41;59;23,1;76,9;3;17;3;0;8;3;765;309;16;11;10;12;6;3;2;1;1;0;2-2-3-1-2;1-2-1-2-2-2
70918;Journée 16;STADE AUGUSTE-DELAUNE;13262;JEU. 29 DÉCEMBRE 2022- 19:00;STADE DE REIMS;STADE RENNAIS FC;3;1;33,1;66,9;47,9;52,1;46,7;53,3;10;10;5;3;4;6;287;598;13;20;10;11;4;5;2;2;0;0;2-2-2-3-1;2-2-1-2-2-1
70919;Journée 16;STADE DE L'AUBE;9043;MER. 28 DÉCEMBRE 2022- 15:00;ESTAC TROYES;FC NANTES;0;0;55,5;44,5;48,4;51,6;34,6;65,4;7;15;0;0;4;5;575;447;15;30;6;19;2;5;0;2;0;0;2-2-2-3-1;4-1-2-2-1
70920;Journée 17;STADE RAYMOND-KOPA;7789;DIM. 1 JANVIER 2023- 15:00;ANGERS SCO;FC LORIENT;1;2;41,6;58,4;44,7;55,3;48,1;51,9;6;9;3;0;7;7;339;491;19;15;15;10;6;5;3;0;0;0;2-2-2-3-1;3-2-2-2-1
70921;Journée 17;STADE BOLLAERT-DELELIS;38047;DIM. 1 JANVIER 2023- 20:45;RC LENS;PARIS SAINT-GERMAIN;3;1;40,5;59,5;53,3;46,7;61,5;38,5;11;6;3;0;3;7;400;577;6;19;10;16;4;6;2;3;0;0;3-2-2-2-1;1-3-2-2-2
