MatchId;Journee;Stade;Spectateurs;Date;home_team;away_team;home_goal;away_goal;home_possession;away_possession;home_duels_gagnes;away_duel_gagnes;home_duel_aeriens_gagnes;away_duel_aeriens_gagnes;home_interceptions;away_interceptions;home_hors_jeux;away_hors_eux;home_corners_won;away_corners_won;home_passes;away_passes;home_centres;away_centres;home_tirs;away_tirs;home_tirs_cadres;away_tirs_cadres;home_carton_jaune;away_carton_jaune;home_carton_rouge;away_carton_rouge;home_formation;away_formation 
71133;Journée 38;STADE YVES-ALLAINMAT;16351;SAM. 3 JUIN 2023- 21:00;FC LORIENT;RC STRASBOURG ALSACE;2;1;53;47;55,4;44,6;56,3;43,8;7;11;5;1;4;4;596;524;8;15;5;15;3;7;1;1;0;0;3-2-2-2-1;2-2-2-3-1
71134;Journée 38;STADE LOUIS-II;5670;SAM. 3 JUIN 2023- 21:00;AS MONACO;TOULOUSE FC;1;2;57,2;42,8;55,3;44,7;57,1;42,9;6;11;4;1;4;7;569;429;23;12;19;22;7;8;1;2;0;0;2-2-2-3-1;2-2-2-3-1
71135;Journée 38;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;27650;SAM. 3 JUIN 2023- 21:00;FC NANTES;ANGERS SCO;1;0;33;67;50;50;40;60;7;0;2;3;8;1;245;525;18;9;11;5;7;1;1;0;0;0;2-2-2-3-1;3-2-3-2
71136;Journée 38;ALLIANZ RIVIERA;25243;SAM. 3 JUIN 2023- 21:00;OGC NICE;OLYMPIQUE LYONNAIS;3;1;43,1;56,9;51,9;48,1;33,3;66,7;14;13;1;1;3;2;467;625;15;11;16;16;6;7;0;1;0;0;3-2-2-2-1;3-2-2-2-1
71137;Journée 38;PARC DES PRINCES;47926;SAM. 3 JUIN 2023- 21:00;PARIS SAINT-GERMAIN;CLERMONT FOOT 63;2;3;54,1;45,9;42,7;57,3;77,8;22,2;5;7;1;0;6;2;566;474;7;14;16;12;6;5;2;1;0;0;3-2-2-1-2;2-2-2-3-1
71138;Journée 38;STADE AUGUSTE-DELAUNE;15036;SAM. 3 JUIN 2023- 21:00;STADE DE REIMS;MONTPELLIER HÉRAULT SC;1;3;48;52;44,3;55,7;50;50;10;8;1;2;4;7;412;449;19;20;11;16;5;8;1;2;0;0;2-2-2-3-1;3-2-2-2-1
71139;Journée 38;STADE DE L'AUBE;11006;SAM. 3 JUIN 2023- 21:00;ESTAC TROYES;LOSC LILLE;1;1;33,8;66,2;54,7;45,3;52,2;47,8;9;6;4;4;2;8;302;592;9;29;8;18;3;7;0;4;0;0;3-2-2-2-1;4-1-2-2-1
70780;Journée 3;STADE RAYMOND-KOPA;8735;DIM. 21 AOÛT 2022- 15:00;ANGERS SCO;STADE BRESTOIS 29;1;3;50,5;49,5;51,4;48,6;50;50;9;12;4;4;3;6;506;488;9;21;7;11;5;7;2;0;1;0;2-2-2-3-1;2-2-1-2-2-1
70781;Journée 3;STADE GABRIEL-MONTPIED;11500;DIM. 21 AOÛT 2022- 15:00;CLERMONT FOOT 63;OGC NICE;1;0;47,7;52,3;60,8;39,2;38,5;61,5;6;6;3;1;3;6;512;553;11;23;7;13;2;4;1;0;0;2;2-2-2-3-1;3-2-2-2-1
70782;Journée 3;DECATHLON ARENA – STADE PIERRE-MAUROY;47526;DIM. 21 AOÛT 2022- 20:45;LOSC LILLE;PARIS SAINT-GERMAIN;1;7;48;52;40,4;59,6;50;50;15;5;2;4;2;4;550;592;8;9;16;16;10;9;2;1;0;0;2-2-2-3-1;2-2-2-3-1
70783;Journée 3;GROUPAMA STADIUM;44289;VEN. 19 AOÛT 2022- 21:00;OLYMPIQUE LYONNAIS;ESTAC TROYES;4;1;66,2;33,8;48,4;51,6;50;50;14;18;0;2;4;5;747;374;18;13;16;4;8;1;0;1;0;0;2-2-1-2-2-1;2-2-2-3-1
70784;Journée 3;ORANGE VÉLODROME;63147;SAM. 20 AOÛT 2022- 21:00;OLYMPIQUE DE MARSEILLE;FC NANTES;2;1;55,9;44,1;48,2;51,8;53,1;46,9;7;10;3;1;7;4;472;366;18;22;16;12;5;3;3;1;1;0;3-2-2-2-1;2-2-2-3-1
70785;Journée 3;STADE LOUIS-II;8657;SAM. 20 AOÛT 2022- 17:00;AS MONACO;RC LENS;1;4;45,5;54,5;54,8;45,2;57,1;42,9;9;13;1;3;3;5;416;508;13;8;12;14;5;6;2;0;1;0;2-2-2-2-2;2-2-2-3-1
70786;Journée 3;STADE DE LA MOSSON ET DU MONDIAL 98;13137;DIM. 21 AOÛT 2022- 15:00;MONTPELLIER HÉRAULT SC;AJ AUXERRE;1;2;64,1;35,9;51,1;48,9;42,1;57,9;8;9;2;0;7;2;561;314;26;11;13;7;7;2;1;1;2;2;2-2-1-4-1;4-1-2-2-1
70787;Journée 3;ROAZHON PARK;27592;DIM. 21 AOÛT 2022- 17:05;STADE RENNAIS FC;AC AJACCIO;2;1;54,7;45,3;53,1;46,9;58,2;41,8;6;13;2;1;4;8;491;389;11;23;16;10;7;3;3;2;2;0;2-2-2-2-2;2-2-2-2-2
70788;Journée 3;STADE DE LA MEINAU;25175;DIM. 21 AOÛT 2022- 13:00;RC STRASBOURG ALSACE;STADE DE REIMS;1;1;63,5;36,5;62,1;37,9;70,4;29,6;11;14;1;5;5;4;531;304;18;13;12;12;3;6;1;4;0;0;3-5-2;1-2-2-3-2
70789;Journée 3;STADIUM;23862;DIM. 21 AOÛT 2022- 15:00;TOULOUSE FC;FC LORIENT;2;2;52,1;47,9;48,6;51,4;68,2;31,8;12;10;2;2;3;6;450;428;24;11;16;14;8;4;2;1;0;0;2-2-1-2-2-1;3-2-2-2-1
70790;Journée 4;STADE FRANÇOIS-COTY;8234;VEN. 26 AOÛT 2022- 21:00;AC AJACCIO;LOSC LILLE;1;3;41,6;58,4;48,1;51,9;48,6;51,4;7;8;2;2;6;0;324;489;32;11;14;7;2;4;3;3;0;0;2-2-2-2-2;3-2-2-2-1
70791;Journée 4;STADE DE L'ABBÉ-DESCHAMPS;16059;SAM. 27 AOÛT 2022- 17:00;AJ AUXERRE;RC STRASBOURG ALSACE;1;0;41,6;58,4;43,9;56,1;35,1;64,9;12;5;5;2;2;5;438;611;15;25;7;14;3;4;0;1;0;0;2-2-1-4-1;5-3-2
70792;Journée 4;STADE FRANCIS-LE BLÉ;11546;DIM. 28 AOÛT 2022- 15:00;STADE BRESTOIS 29;MONTPELLIER HÉRAULT SC;0;7;51,9;48,1;46,9;53,1;53,6;46,4;10;6;1;1;5;4;380;357;17;12;6;14;0;8;0;2;1;0;2-2-1-2-2-1;3-2-2-2-1
70793;Journée 4;STADE BOLLAERT-DELELIS;37848;SAM. 27 AOÛT 2022- 21:00;RC LENS;STADE RENNAIS FC;2;1;50,6;49,4;48,4;51,6;46,2;53,8;17;13;1;3;7;2;500;498;21;10;17;12;4;6;0;1;0;0;3-2-2-2-1;2-2-1-2-2-1
70794;Journée 4;STADE YVES-ALLAINMAT;10591;DIM. 28 AOÛT 2022- 15:00;FC LORIENT;CLERMONT FOOT 63;2;1;39,4;60,6;56;44;42,1;57,9;12;12;2;1;3;4;387;583;8;24;22;9;9;2;1;1;0;1;2-2-2-3-1;3-2-2-2-1
70795;Journée 4;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;26574;DIM. 28 AOÛT 2022- 13:00;FC NANTES;TOULOUSE FC;3;1;50,2;49,8;44,9;55,1;31;69;14;14;2;2;4;5;412;414;19;15;16;9;8;3;0;3;0;0;2-2-1-2-2-1;3-2-2-2-1
70796;Journée 4;ALLIANZ RIVIERA;31418;DIM. 28 AOÛT 2022- 15:00;OGC NICE;OLYMPIQUE DE MARSEILLE;0;3;48,6;51,4;53;47;56,3;43,8;13;18;1;0;7;5;436;464;17;15;16;13;2;4;1;1;0;0;2-2-2-3-1;2-2-2-3-1
70797;Journée 4;PARC DES PRINCES;47843;DIM. 28 AOÛT 2022- 20:45;PARIS SAINT-GERMAIN;AS MONACO;1;1;66,7;33,3;51,8;48,2;72,2;27,8;5;16;3;1;4;3;693;341;10;8;18;4;5;3;4;4;0;0;3-2-2-2-1;3-2-3-2
70798;Journée 4;STADE AUGUSTE-DELAUNE;14930;DIM. 28 AOÛT 2022- 17:05;STADE DE REIMS;OLYMPIQUE LYONNAIS;1;1;26,1;73,9;48,3;51,7;50;50;11;11;0;0;2;7;244;675;6;38;8;18;5;5;1;1;1;0;3-2-2-1-2;2-2-1-2-2-1
70799;Journée 4;STADE DE L'AUBE;6673;DIM. 28 AOÛT 2022- 15:00;ESTAC TROYES;ANGERS SCO;3;1;49;51;53,1;46,9;65;35;11;6;3;1;8;3;514;541;22;10;25;7;11;2;2;1;0;1;3-2-2-2-1;4-1-3-2
70800;Journée 5;STADE RAYMOND-KOPA;6631;MER. 31 AOÛT 2022- 19:00;ANGERS SCO;STADE DE REIMS;2;4;58,5;41,5;54,1;45,9;58,3;41,7;14;15;3;4;4;3;469;333;14;9;10;11;3;5;1;4;0;1;3-1-4-2;1-2-2-3-2
70801;Journée 5;STADE BOLLAERT-DELELIS;37161;MER. 31 AOÛT 2022- 21:00;RC LENS;FC LORIENT;5;2;57,9;42,1;51,7;48,3;63,6;36,4;11;11;1;2;4;6;519;372;18;14;15;11;8;3;1;3;0;0;3-2-2-2-1;2-2-1-2-2-1
70802;Journée 5;DECATHLON ARENA – STADE PIERRE-MAUROY;30254;MER. 31 AOÛT 2022- 21:00;LOSC LILLE;OGC NICE;1;2;62,6;37,4;43,3;56,7;29,6;70,4;6;10;1;0;6;3;541;326;33;14;18;3;6;2;1;4;0;0;2-2-2-3-1;5-3-2
70803;Journée 5;GROUPAMA STADIUM;38609;MER. 31 AOÛT 2022- 19:00;OLYMPIQUE LYONNAIS;AJ AUXERRE;2;1;62;38;47,5;52,5;25;75;16;18;2;0;9;3;612;367;19;20;20;6;8;2;0;2;0;0;2-2-1-2-2-1;4-1-2-2-1
70804;Journée 5;ORANGE VÉLODROME;62763;MER. 31 AOÛT 2022- 21:00;OLYMPIQUE DE MARSEILLE;CLERMONT FOOT 63;1;0;60,2;39,8;53,2;46,8;56,8;43,2;13;17;1;0;7;1;547;359;19;11;21;3;7;0;2;2;0;0;3-2-2-2-1;2-2-2-3-1
70805;Journée 5;STADE LOUIS-II;3945;MER. 31 AOÛT 2022- 19:00;AS MONACO;ESTAC TROYES;2;4;51,6;48,4;46,7;53,3;53,8;46,2;11;16;0;0;8;6;486;448;13;20;8;19;6;11;1;1;1;0;3-2-2-1-2;2-2-2-3-1
70806;Journée 5;STADE DE LA MOSSON ET DU MONDIAL 98;10051;MER. 31 AOÛT 2022- 19:00;MONTPELLIER HÉRAULT SC;AC AJACCIO;2;0;38;62;49,5;50,5;47,7;52,3;14;6;1;1;3;8;309;481;6;32;9;15;4;0;2;2;1;1;2-2-2-3-1;2-2-2-2-2
70807;Journée 5;ROAZHON PARK;27392;MER. 31 AOÛT 2022- 21:00;STADE RENNAIS FC;STADE BRESTOIS 29;3;1;64,9;35,1;46,2;53,8;53,6;46,4;7;13;3;2;7;3;637;339;17;15;16;7;9;2;2;0;0;0;2-2-1-2-2-1;3-2-2-2-1
70808;Journée 5;STADE DE LA MEINAU;25162;MER. 31 AOÛT 2022- 19:00;RC STRASBOURG ALSACE;FC NANTES;1;1;45,9;54,1;52,6;47,4;43,8;56,3;8;13;0;2;3;6;440;517;16;22;5;12;2;3;0;3;0;0;3-5-2;3-2-2-2-1
70809;Journée 5;STADIUM;31739;MER. 31 AOÛT 2022- 21:00;TOULOUSE FC;PARIS SAINT-GERMAIN;0;3;37,7;62,3;55,4;44,6;16,7;83,3;12;12;1;1;3;9;364;606;10;11;14;20;7;13;1;0;0;0;3-2-2-2-1;2-2-2-3-1
70810;Journée 6;STADE FRANÇOIS-COTY;6857;DIM. 4 SEPTEMBRE 2022- 15:00;AC AJACCIO;FC LORIENT;0;1;58,2;41,8;42,9;57,1;42,9;57,1;14;14;4;2;3;3;445;336;33;9;16;7;3;4;4;1;0;0;2-2-2-2-2;2-2-1-2-2-1
70811;Journée 6;STADE DE L'ABBÉ-DESCHAMPS;17035;SAM. 3 SEPTEMBRE 2022- 17:00;AJ AUXERRE;OLYMPIQUE DE MARSEILLE;0;2;47,2;52,8;54,1;45,9;60;40;21;16;1;2;4;1;438;498;15;9;8;15;2;7;1;1;0;0;2-2-1-4-1;2-2-2-3-1
70812;Journée 6;STADE FRANCIS-LE BLÉ;10240;DIM. 4 SEPTEMBRE 2022- 15:00;STADE BRESTOIS 29;RC STRASBOURG ALSACE;1;1;59,4;40,6;43,7;56,3;52,9;47,1;15;11;2;1;7;3;485;340;35;13;11;10;2;3;3;1;0;1;2-2-2-3-1;5-3-2
70813;Journée 6;STADE GABRIEL-MONTPIED;10875;DIM. 4 SEPTEMBRE 2022- 15:00;CLERMONT FOOT 63;TOULOUSE FC;2;0;33,4;66,6;46,6;53,4;25;75;15;6;1;2;4;6;250;509;21;30;12;14;3;4;4;1;0;0;3-2-2-2-1;3-2-2-2-1
70814;Journée 6;GROUPAMA STADIUM;39586;SAM. 3 SEPTEMBRE 2022- 19:00;OLYMPIQUE LYONNAIS;ANGERS SCO;5;0;64,1;35,9;44,3;55,7;43,5;56,5;13;17;6;0;13;3;516;295;25;8;16;8;9;3;2;1;0;0;2-2-1-2-2-1;4-1-3-2
70815;Journée 6;STADE DE LA MOSSON ET DU MONDIAL 98;12215;DIM. 4 SEPTEMBRE 2022- 13:00;MONTPELLIER HÉRAULT SC;LOSC LILLE;1;3;24,1;75,9;44,9;55,1;36,4;63,6;11;7;2;3;1;9;216;681;8;23;4;26;2;8;0;4;1;0;2-2-3-2-1;3-2-2-2-1
70816;Journée 6;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;34406;SAM. 3 SEPTEMBRE 2022- 21:00;FC NANTES;PARIS SAINT-GERMAIN;0;3;40,5;59,5;55,9;44,1;50;50;16;12;1;1;1;7;464;692;9;10;10;19;1;7;1;4;1;0;3-2-2-2-1;2-2-2-3-1
70817;Journée 6;ALLIANZ RIVIERA;24125;DIM. 4 SEPTEMBRE 2022- 20:45;OGC NICE;AS MONACO;0;1;52,5;47,5;46,3;53,7;39,1;60,9;15;15;2;2;3;6;522;465;16;16;12;14;5;2;2;1;0;0;3-2-2-2-1;2-2-2-3-1
70818;Journée 6;STADE AUGUSTE-DELAUNE;15761;DIM. 4 SEPTEMBRE 2022- 15:00;STADE DE REIMS;RC LENS;1;1;36,2;63,8;48,1;51,9;63,6;36,4;22;7;1;1;4;4;317;586;17;15;17;20;4;4;2;2;0;1;3-2-2-1-2;2-2-2-3-1
70819;Journée 6;STADE DE L'AUBE;8115;DIM. 4 SEPTEMBRE 2022- 17:05;ESTAC TROYES;STADE RENNAIS FC;1;1;28,8;71,2;54,5;45,5;41,2;58,8;9;4;1;3;3;5;255;620;8;28;9;19;1;6;2;2;1;0;3-2-2-2-1;2-2-1-2-2-1
70820;Journée 7;STADE FRANÇOIS-COTY;7068;DIM. 11 SEPTEMBRE 2022- 15:00;AC AJACCIO;OGC NICE;0;1;43,7;56,3;49,6;50,4;44,1;55,9;5;8;3;1;2;3;380;502;19;9;9;12;3;3;1;5;0;0;2-2-2-2-2;2-2-2-2-2
70821;Journée 7;STADE RAYMOND-KOPA;6165;DIM. 11 SEPTEMBRE 2022- 15:00;ANGERS SCO;MONTPELLIER HÉRAULT SC;2;1;44,8;55,2;54,8;45,2;50;50;7;7;2;2;2;5;374;458;11;18;11;7;5;2;2;4;0;0;2-2-2-3-1;3-2-2-2-1
70822;Journée 7;STADE BOLLAERT-DELELIS;37344;VEN. 9 SEPTEMBRE 2022- 21:00;RC LENS;ESTAC TROYES;1;0;63,3;36,7;40,2;59,8;45,8;54,2;12;17;1;0;9;1;663;394;28;5;12;7;3;2;2;1;0;0;3-2-2-2-1;2-2-2-3-1
70823;Journée 7;STADE YVES-ALLAINMAT;15800;DIM. 11 SEPTEMBRE 2022- 15:00;FC LORIENT;FC NANTES;3;2;48,3;51,7;52,8;47,2;41,4;58,6;9;10;1;1;2;5;451;470;9;26;13;9;5;4;2;3;0;0;2-2-2-3-1;2-2-1-2-2-1
70824;Journée 7;ORANGE VÉLODROME;62985;SAM. 10 SEPTEMBRE 2022- 21:00;OLYMPIQUE DE MARSEILLE;LOSC LILLE;2;1;53,2;46,8;43,7;56,3;53,1;46,9;5;6;1;1;4;3;453;402;11;11;14;7;7;3;5;1;0;0;3-2-2-2-1;2-2-2-3-1
70825;Journée 7;STADE LOUIS-II;7175;DIM. 11 SEPTEMBRE 2022- 20:45;AS MONACO;OLYMPIQUE LYONNAIS;2;1;39,3;60,7;54,2;45,8;60,7;39,3;21;11;3;0;1;7;355;537;11;35;11;20;4;6;1;2;0;0;3-2-2-2-1;2-2-1-2-2-1
70826;Journée 7;PARC DES PRINCES;47615;SAM. 10 SEPTEMBRE 2022- 17:00;PARIS SAINT-GERMAIN;STADE BRESTOIS 29;1;0;60,6;39,4;52,1;47,9;52,6;47,4;11;20;3;1;3;5;671;425;6;15;13;6;4;3;4;2;0;0;3-2-2-1-2;3-2-3-2
70827;Journée 7;ROAZHON PARK;27837;DIM. 11 SEPTEMBRE 2022- 17:05;STADE RENNAIS FC;AJ AUXERRE;5;0;48,2;51,8;52,9;47,1;53,6;46,4;9;11;2;3;2;1;473;499;6;14;12;7;9;3;1;1;0;0;2-2-2-2-2;4-1-2-2-1
70828;Journée 7;STADE DE LA MEINAU;25089;DIM. 11 SEPTEMBRE 2022- 13:00;RC STRASBOURG ALSACE;CLERMONT FOOT 63;0;0;43;57;55,3;44,7;40,9;59,1;12;13;1;3;3;5;357;475;13;17;12;10;4;4;2;2;1;0;2-2-3-1-2;2-2-2-3-1
70829;Journée 7;STADIUM;21316;DIM. 11 SEPTEMBRE 2022- 15:00;TOULOUSE FC;STADE DE REIMS;1;0;46,9;53,1;53,6;46,4;53,8;46,2;22;6;1;0;4;6;393;438;8;21;14;11;3;1;1;2;0;1;3-2-2-2-1;1-2-2-3-2
70830;Journée 8;STADE DE L'ABBÉ-DESCHAMPS;14866;VEN. 16 SEPTEMBRE 2022- 21:00;AJ AUXERRE;FC LORIENT;1;3;56,6;43,4;52,4;47,6;50;50;11;13;0;1;9;5;509;406;37;10;17;12;5;8;3;1;0;0;2-2-1-4-1;3-2-2-2-1
70831;Journée 8;STADE FRANCIS-LE BLÉ;10410;DIM. 18 SEPTEMBRE 2022- 15:00;STADE BRESTOIS 29;AC AJACCIO;0;1;59,1;40,9;48,7;51,3;58;42;10;20;2;0;6;2;501;356;28;10;8;6;4;4;2;2;0;0;3-2-3-2;2-2-2-2-2
70832;Journée 8;STADE GABRIEL-MONTPIED;10753;DIM. 18 SEPTEMBRE 2022- 15:00;CLERMONT FOOT 63;ESTAC TROYES;1;3;59,4;40,6;59,1;40,9;60;40;11;14;2;1;5;1;514;351;17;9;14;9;2;4;0;3;0;0;3-2-2-2-1;2-2-2-3-1
70833;Journée 8;DECATHLON ARENA – STADE PIERRE-MAUROY;33635;SAM. 17 SEPTEMBRE 2022- 21:00;LOSC LILLE;TOULOUSE FC;2;1;45,2;54,8;46,3;53,7;48,6;51,4;14;20;1;5;5;7;408;475;9;29;10;14;4;5;2;0;0;0;2-2-2-3-1;2-2-2-3-1
70834;Journée 8;GROUPAMA STADIUM;58230;DIM. 18 SEPTEMBRE 2022- 20:45;OLYMPIQUE LYONNAIS;PARIS SAINT-GERMAIN;0;1;34,4;65,6;42,3;57,7;33,3;66,7;18;7;3;3;3;7;410;797;14;10;12;15;3;8;0;2;0;0;2-2-2-2-2;2-2-2-3-1
70835;Journée 8;ORANGE VÉLODROME;62753;DIM. 18 SEPTEMBRE 2022- 15:00;OLYMPIQUE DE MARSEILLE;STADE RENNAIS FC;1;1;58,9;41,1;48,6;51,4;51,7;48,3;10;18;2;1;11;7;509;363;31;13;15;11;4;4;3;4;0;0;3-2-2-2-1;3-2-2-2-1
70836;Journée 8;STADE DE LA MOSSON ET DU MONDIAL 98;10780;SAM. 17 SEPTEMBRE 2022- 17:00;MONTPELLIER HÉRAULT SC;RC STRASBOURG ALSACE;2;1;49,9;50,1;51,8;48,2;48,7;51,3;9;8;3;2;8;6;354;351;22;21;10;8;4;2;4;4;0;0;2-2-2-3-1;5-3-2
70837;Journée 8;STADE DE LA BEAUJOIRE-LOUIS FONTENEAU;28854;DIM. 18 SEPTEMBRE 2022- 17:05;FC NANTES;RC LENS;0;0;41,8;58,2;48,9;51,1;60;40;8;11;1;1;3;7;416;584;20;28;12;8;4;2;1;1;0;0;3-2-2-2-1;2-2-2-3-1
70838;Journée 8;ALLIANZ RIVIERA;18545;DIM. 18 SEPTEMBRE 2022- 15:00;OGC NICE;ANGERS SCO;0;1;50;50;58,9;41,1;52,4;47,6;9;11;1;1;5;4;420;417;15;15;18;16;5;3;0;3;1;0;2-2-2-2-2;3-2-2-2-1
70839;Journée 8;STADE AUGUSTE-DELAUNE;12600;DIM. 18 SEPTEMBRE 2022- 13:00;STADE DE REIMS;AS MONACO;0;3;32,3;67,7;53,8;46,2;35,3;64,7;11;14;3;2;5;4;256;550;15;23;9;20;2;11;3;3;0;0;3-2-2-1-2;2-2-2-2-2
70840;Journée 9;STADE FRANÇOIS-COTY;6610;DIM. 2 OCTOBRE 2022- 15:00;AC AJACCIO;CLERMONT FOOT 63;1;3;51,9;48,1;44,9;55,1;50;50;9;12;0;1;4;4;439;412;26;13;12;7;3;3;3;3;0;0;2-2-2-2-2;1-2-2-3-2
70841;Journée 9;STADE RAYMOND-KOPA;15787;VEN. 30 SEPTEMBRE 2022- 21:00;ANGERS SCO;OLYMPIQUE DE MARSEILLE;0;3;43,4;56,6;52,3;47,7;52,9;47,1;12;13;1;0;6;3;368;483;12;15;16;15;5;7;0;0;0;0;2-2-2-2-2;2-2-2-3-1
70842;Journée 9;STADE DE L'ABBÉ-DESCHAMPS;14630;DIM. 2 OCTOBRE 2022- 15:00;AJ AUXERRE;STADE BRESTOIS 29;1;1;48,7;51,3;54,5;45,5;45,2;54,8;15;11;0;2;0;6;438;453;14;23;11;9;3;2;1;4;1;0;2-2-1-4-1;3-2-2-2-1
70843;Journée 9;STADE BOLLAERT-DELELIS;36674;DIM. 2 OCTOBRE 2022- 20:45;RC LENS;OLYMPIQUE LYONNAIS;1;0;52,4;47,6;49,6;50,4;63;37;21;17;1;0;6;2;503;470;24;7;21;4;6;0;2;2;0;0;3-2-2-2-1;3-2-2-2-1
70844;Journée 9;STADE YVES-ALLAINMAT;14916;DIM. 2 OCTOBRE 2022- 13:00;FC LORIENT;LOSC LILLE;2;1;37,4;62,6;53,4;46,6;46,4;53,6;7;7;0;1;0;14;326;516;5;40;7;20;4;4;1;3;1;0;2-2-2-3-1;3-2-2-2-1
70845;Journée 9;STADE LOUIS-II;5202;DIM. 2 OCTOBRE 2022- 17:05;AS MONACO;FC NANTES;4;1;48;52;54,1;45,9;40;60;12;12;4;0;7;7;476;514;14;20;10;7;6;2;0;1;0;0;2-2-2-2-2;2-2-2-3-1
70846;Journée 9;PARC DES PRINCES;47926;SAM. 1 OCTOBRE 2022- 21:00;PARIS SAINT-GERMAIN;OGC NICE;2;1;57,3;42,7;43,9;56,1;50;50;5;11;3;2;4;0;663;485;8;12;12;4;4;1;1;1;0;0;3-2-2-2-1;2-2-2-3-1
70847;Journée 9;STADE DE LA MEINAU;25226;SAM. 1 OCTOBRE 2022- 17:00;RC STRASBOURG ALSACE;STADE RENNAIS FC;1;3;38,9;61,1;55,3;44,7;62,5;37,5;16;9;3;2;1;6;384;603;11;19;9;17;3;7;0;2;1;0;3-5-2;2-2-2-2-2
70848;Journée 9;STADIUM;21761;DIM. 2 OCTOBRE 2022- 15:00;TOULOUSE FC;MONTPELLIER HÉRAULT SC;4;2;43,2;56,8;45,7;54,3;72;28;12;6;1;3;3;12;342;432;9;34;12;23;6;6;3;4;1;0;2-2-1-2-2-1;3-2-2-2-1
70849;Journée 9;STADE DE L'AUBE;10164;DIM. 2 OCTOBRE 2022- 15:00;ESTAC TROYES;STADE DE REIMS;2;2;67,3;32,7;46,7;53,3;59,1;40,9;9;9;3;0;10;2;556;276;46;8;19;5;6;2;4;2;0;1;3-2-3-2;1-2-2-3-2
